data_avg,data_max,data_min,data_std,epoch,step,train_acc,train_loss,valid_acc,valid_accuracy,valid_balanced_accuracy,valid_cohen_kappa,valid_f1,valid_f1_macro,valid_f1_micro,valid_f1_weighted,valid_loss
-0.06312563270330429,102.43560028076172,-105.50592041015625,5.190730571746826,87,1016135,0.7903918623924255,0.4750111699104309,,,,,,,,,
,,,,88,1027682,,,0.7913960218429565,0.7913960218429565,0.6773977279663086,0.4033816456794739,0.6968414783477783,0.6968414783477783,0.7913960218429565,0.7734894752502441,0.4721193015575409
-0.06122240424156189,102.31094360351562,-105.3885269165039,5.183265209197998,88,1027682,0.7907328605651855,0.4744139611721039,,,,,,,,,
,,,,89,1039229,,,0.7918940186500549,0.7918940186500549,0.6808226108551025,0.4085693955421448,0.6999483108520508,0.6999483108520508,0.7918940186500549,0.7751432657241821,0.47150719165802
-0.05920187756419182,102.0451889038086,-105.03756713867188,5.176647186279297,89,1039229,0.7906597852706909,0.47421881556510925,,,,,,,,,
,,,,90,1050776,,,0.792998194694519,0.792998194694519,0.6903850436210632,0.42237523198127747,0.7081412076950073,0.7081412076950073,0.792998194694519,0.7793862819671631,0.47154825925827026
-0.057443417608737946,101.99853515625,-104.87963104248047,5.170741558074951,90,1050776,0.7909114956855774,0.47363364696502686,,,,,,,,,
,,,,91,1062323,,,0.7923919558525085,0.7923919558525085,0.684592604637146,0.4141460657119751,0.7032683491706848,0.7032683491706848,0.7923919558525085,0.7768896222114563,0.47100645303726196
-0.05595475807785988,102.2043228149414,-105.31031799316406,5.1713175773620605,91,1062323,0.7907734513282776,0.47338470816612244,,,,,,,,,
,,,,92,1073870,,,0.79278165102005,0.79278165102005,0.6854280233383179,0.4156983196735382,0.7041062116622925,0.7041062116622925,0.79278165102005,0.7774384021759033,0.47104087471961975
-0.055181413888931274,102.21637725830078,-105.08196258544922,5.172464847564697,92,1073870,0.7909547686576843,0.47333186864852905,,,,,,,,,
,,,,93,1085417,,,0.7926084995269775,0.7926084995269775,0.6837800741195679,0.4133290648460388,0.7026888132095337,0.7026888132095337,0.7926084995269775,0.7767103314399719,0.47092965245246887
-0.05444579944014549,102.05387115478516,-104.83695983886719,5.17278528213501,93,1085417,0.7908356785774231,0.473145067691803,,,,,,,,,
,,,,94,1096964,,,0.7924352884292603,0.7924352884292603,0.6801842451095581,0.40834420919418335,0.6996155977249146,0.6996155977249146,0.7924352884292603,0.7752089500427246,0.4712025821208954
-0.05387722700834274,102.1309585571289,-105.01728820800781,5.172111988067627,94,1096964,0.791339099407196,0.4725954234600067,,,,,,,,,
,,,,95,1108511,,,0.7926950454711914,0.7926950454711914,0.6825329065322876,0.4117799997329712,0.7016903162002563,0.7016903162002563,0.7926950454711914,0.7762820720672607,0.4709715247154236
-0.053507085889577866,102.23737335205078,-105.08676147460938,5.176213264465332,95,1108511,0.7912091612815857,0.47276192903518677,,,,,,,,,
,,,,96,1120058,,,0.7931064367294312,0.7931064367294312,0.6842214465141296,0.41449418663978577,0.7032507061958313,0.7032507061958313,0.7931064367294312,0.7771759033203125,0.47087615728378296
-0.0532633475959301,102.24021911621094,-105.28836822509766,5.176037788391113,96,1120058,0.7915961742401123,0.47252902388572693,,,,,,,,,
,,,,97,1131605,,,0.7929115891456604,0.7929115891456604,0.6847530603408813,0.41496509313583374,0.7036086320877075,0.7036085724830627,0.7929115891456604,0.7772616147994995,0.4708680510520935
-0.05312574654817581,102.09092712402344,-105.06098175048828,5.1726813316345215,97,1131605,0.7914554476737976,0.4723995327949524,,,,,,,,,
,,,,98,1143152,,,0.7927383780479431,0.7927383780479431,0.6835243105888367,0.4131432771682739,0.7025295495986938,0.7025295495986938,0.7927383780479431,0.7766898274421692,0.47088077664375305
-0.053063906729221344,102.1163330078125,-105.13648223876953,5.1751627922058105,98,1143152,0.7911631464958191,0.47196507453918457,,,,,,,,,
,,,,99,1154699,,,0.7927167415618896,0.7927167415618896,0.6837313175201416,0.4133913218975067,0.7026917338371277,0.7026917338371277,0.7927167415618896,0.776756227016449,0.47087615728378296
-0.05304950848221779,101.91300964355469,-105.03472900390625,5.175055027008057,99,1154699,0.7912037372589111,0.4727766513824463,,,,,,,,,
