criterion,splitter,max_features,max_depth,min_samples_split,min_samples_leaf,max_leaf_nodes,min_impurity_decrease,ccp_alpha,fitness_score,generation
entropy,best,log2,24,6,7,5,0.01650370174372224,0.0,0.724780852949867,45
gini,best,,24,6,7,8,0.02311942775143355,0.0,0.7907613513247316,45
entropy,best,,24,5,8,5,0.01650370174372224,0.00558703588323998,0.7992022062444597,46
entropy,best,,24,6,6,6,0.01650370174372224,0.00558703588323998,0.8019994090416626,46
entropy,best,,24,6,7,6,0.01650370174372224,0.00558703588323998,0.8117896188318724,46
entropy,best,sqrt,25,6,8,6,0.011769449421754405,0.0,0.7134738500935683,46
entropy,best,,25,5,7,8,0.01650370174372224,0.005162549624682884,0.8089727174234216,46
entropy,best,,24,6,7,7,0.01650370174372224,0.00558703588323998,0.8089727174234216,47
entropy,best,,25,6,7,6,0.01650370174372224,0.01151395967036782,0.8117896188318724,47
entropy,best,log2,24,6,7,6,0.01650370174372224,0.011438548206872328,0.7401654683344824,47
entropy,best,,25,6,6,7,0.01650370174372224,0.0,0.8089727174234216,47
entropy,random,,25,6,7,6,0.012844221449940109,0.011752408177054224,0.792169802028957,47
entropy,best,,24,7,7,5,0.01650370174372224,0.0024147815691671444,0.7992022062444597,47
entropy,best,,25,5,7,7,0.01650370174372224,0.00558703588323998,0.8089727174234216,47
gini,best,,24,6,8,6,0.01650370174372224,0.0,0.7907613513247316,47
entropy,best,,24,6,8,6,0.03052417971580331,0.00558703588323998,0.7907613513247316,48
entropy,best,,25,6,7,8,0.030219970302664653,0.0,0.7907613513247316,48
entropy,best,,25,6,7,7,0.01650370174372224,0.008068084658059365,0.8089727174234216,48
entropy,best,,25,7,8,6,0.01767152693739783,0.0,0.8089924160346695,48
gini,best,,24,6,7,5,0.01650370174372224,5.511170699355316e-05,0.7907613513247316,48
entropy,best,,25,6,7,5,0.01650370174372224,0.00558703588323998,0.7992022062444597,48
entropy,best,log2,24,5,7,5,0.01530555695941453,0.0,0.724780852949867,49
entropy,random,,24,6,7,6,0.01650370174372224,0.00558703588323998,0.792169802028957,49
entropy,best,,25,6,7,6,0.0012315873600916433,0.003600853973685801,0.8019304639022948,49
entropy,best,,24,6,7,6,0.01650370174372224,0.017365603428189484,0.8117896188318724,49
entropy,random,,25,6,7,6,0.01650370174372224,0.011681580753615226,0.792169802028957,50
entropy,best,,25,6,7,6,0.0014142891095516707,0.017365603428189484,0.8117896188318724,50
entropy,best,,26,7,7,6,0.01650370174372224,0.0,0.8117896188318724,50
entropy,best,,26,8,7,8,0.01650370174372224,0.017365603428189484,0.8089727174234216,51
entropy,best,,24,5,7,6,0.01650370174372224,0.0013519413041831322,0.8117896188318724,51
gini,best,,25,6,7,6,0.01650370174372224,0.02061995514446654,0.7907613513247316,51
entropy,random,,26,7,7,6,0.01650370174372224,0.00891713292350882,0.792169802028957,51
entropy,best,,24,6,7,5,0.01650370174372224,0.03388452106042979,0.7949867034374076,51
entropy,best,,26,7,7,5,0.01650370174372224,0.0,0.7992022062444597,51
entropy,best,,26,7,7,5,0.01650370174372224,0.017365603428189484,0.7992022062444597,51
gini,best,log2,24,6,7,6,0.01650370174372224,0.0,0.7219836501526642,51
entropy,best,,24,6,7,6,0.01650370174372224,0.008385583907715719,0.8117896188318724,52
entropy,best,sqrt,26,7,8,6,0.01650370174372224,0.0,0.7134738500935683,52
entropy,best,,26,7,7,6,0.01650370174372224,0.017365603428189484,0.8117896188318724,52
entropy,best,,25,6,7,6,0.022848457783149877,0.0,0.8019994090416626,52
entropy,best,,26,7,8,5,0.01650370174372224,0.017365603428189484,0.7992022062444597,52
entropy,best,,24,6,7,6,0.011929177148345705,0.0,0.8019304639022948,52
gini,best,,24,6,7,6,0.01650370174372224,0.017365603428189484,0.7907613513247316,52
entropy,best,,26,7,8,6,0.01650370174372224,0.0,0.8089924160346695,52
entropy,best,sqrt,26,7,7,6,0.01650370174372224,0.017365603428189484,0.7134738500935683,53
entropy,best,,26,6,7,7,0.01650370174372224,0.01591571025569592,0.8089727174234216,53
entropy,best,,26,8,7,6,0.01650370174372224,0.017365603428189484,0.8117896188318724,53
gini,best,,26,8,7,6,0.01650370174372224,0.017365603428189484,0.7907613513247316,53
entropy,best,,26,8,7,6,0.01650370174372224,0.0,0.8117896188318724,53
entropy,random,log2,27,6,8,6,0.01650370174372224,0.017365603428189484,0.779434649857185,53
entropy,best,,26,6,7,6,0.027610629073683366,0.005017727693185936,0.7949867034374076,53
entropy,best,,26,8,7,6,0.01650370174372224,0.014278129676059468,0.8117896188318724,54
entropy,random,sqrt,27,8,7,6,0.027596694299018516,0.017365603428189484,0.6643258150300404,54
entropy,best,,25,8,7,7,0.016600066424886484,0.0,0.8089727174234216,54
gini,best,,26,8,7,8,0.01650370174372224,0.017365603428189484,0.7907613513247316,54
entropy,best,,26,8,8,5,0.02628994417870658,0.017365603428189484,0.7949867034374076,54
entropy,best,log2,26,8,7,6,0.01650370174372224,0.0,0.7401654683344824,54
entropy,best,,25,7,7,6,0.01650370174372224,0.0,0.8117896188318724,55
entropy,best,log2,26,8,7,7,0.01650370174372224,0.025837216825311503,0.7401654683344824,55
entropy,best,,26,6,7,6,0.0030802284498866062,0.009329689627926513,0.8019304639022948,55
entropy,best,,27,8,7,6,0.01650370174372224,0.0,0.8117896188318724,55
entropy,best,,26,6,7,8,0.008970442488315532,0.017365603428189484,0.8089727174234216,55
entropy,best,,25,9,7,5,0.01650370174372224,0.017365603428189484,0.7992022062444597,55
entropy,best,,27,6,6,6,0.01650370174372224,0.0,0.8019994090416626,56
entropy,best,,27,8,7,6,0.01650370174372224,0.010082778398446346,0.8117896188318724,56
gini,best,,27,8,7,6,0.01650370174372224,0.0,0.7907613513247316,56
entropy,best,log2,26,6,7,6,0.020078609413829142,0.0,0.7401654683344824,56
entropy,best,,27,9,7,6,0.01650370174372224,0.0029616467191697724,0.8117896188318724,56
entropy,best,,26,5,8,7,0.0,0.0,0.7920811582783414,56
entropy,best,,26,8,8,5,0.01650370174372224,0.0,0.7992022062444597,56
entropy,best,log2,27,6,7,6,0.01650370174372224,0.0,0.7401654683344824,56
entropy,best,,26,9,7,6,0.01650370174372224,0.0029616467191697724,0.8117896188318724,57
entropy,best,sqrt,26,6,7,6,0.01650370174372224,0.0029616467191697724,0.7134738500935683,57
entropy,best,,27,9,7,6,0.02833692793356101,0.0,0.7907613513247316,57
entropy,best,,27,9,8,6,0.01650370174372224,0.0029616467191697724,0.8089924160346695,57
entropy,random,,26,5,7,6,0.01650370174372224,0.0,0.792169802028957,57
entropy,best,,26,6,7,6,0.01650370174372224,0.0029616467191697724,0.8117896188318724,57
entropy,best,,27,8,7,6,0.01650370174372224,0.003076698992904548,0.8117896188318724,57
gini,best,sqrt,26,6,7,6,0.01650370174372224,0.0,0.6643258150300404,58
entropy,random,,27,8,6,6,0.01650370174372224,0.0,0.792169802028957,58
entropy,best,,26,8,7,6,0.01650370174372224,0.003076698992904548,0.8117896188318724,58
entropy,best,,27,6,7,6,0.01650370174372224,0.018257853913430322,0.8019994090416626,58
entropy,random,log2,27,8,7,6,0.01650370174372224,0.0029616467191697724,0.779434649857185,58
entropy,best,,26,6,7,6,0.0,0.003076698992904548,0.8019304639022948,58
entropy,best,,26,8,7,5,0.028452644094113164,0.003076698992904548,0.7907613513247316,59
gini,best,,26,8,7,5,0.01650370174372224,0.003076698992904548,0.7907613513247316,59
entropy,random,log2,26,7,7,6,0.01650370174372224,0.003076698992904548,0.779434649857185,59
gini,best,,26,8,7,8,0.01650370174372224,0.003076698992904548,0.7907613513247316,59
entropy,best,,25,9,7,6,0.01650370174372224,0.003076698992904548,0.8117896188318724,59
entropy,best,sqrt,26,8,7,6,0.01650370174372224,0.003076698992904548,0.7134738500935683,59
entropy,best,,26,8,8,6,0.01650370174372224,0.003076698992904548,0.8089924160346695,59
entropy,random,,25,9,8,7,0.0256477346491182,0.003076698992904548,0.792169802028957,60
entropy,random,sqrt,26,7,7,6,0.009218324197164259,0.003076698992904548,0.7246429626711317,60
entropy,best,,25,9,7,6,0.01650370174372224,0.019183439160873932,0.8019994090416626,60
gini,random,,25,9,7,6,0.01650370174372224,0.003076698992904548,0.772441642864178,60
entropy,random,,26,9,7,6,0.01650370174372224,0.003076698992904548,0.792169802028957,60
entropy,best,,26,10,7,6,0.01650370174372224,0.0,0.8117896188318724,60
gini,best,,24,8,6,6,0.03230329687151494,0.003076698992904548,0.7907613513247316,60
entropy,best,sqrt,26,10,7,6,0.01650370174372224,0.0,0.7134738500935683,61
entropy,best,,26,9,7,6,0.01650370174372224,0.003076698992904548,0.8117896188318724,61
entropy,best,sqrt,26,9,7,7,0.01650370174372224,0.008280511398261583,0.7134738500935683,61
entropy,best,,27,10,8,7,0.01650370174372224,0.012673645582721908,0.8061755146262188,61
entropy,best,,26,8,7,6,0.0233849403940052,0.009701326054510715,0.8019994090416626,61
entropy,best,,26,11,7,6,0.01650370174372224,0.013351423888086732,0.8117896188318724,61
entropy,best,,26,8,6,5,0.01650370174372224,0.0,0.7992022062444597,61
entropy,best,,27,9,6,6,0.01650370174372224,0.003076698992904548,0.8019994090416626,62
gini,best,,26,11,7,6,0.01650370174372224,0.0,0.7907613513247316,62
entropy,best,,26,8,7,6,0.01650370174372224,0.013351423888086732,0.8117896188318724,62
entropy,best,,26,11,7,6,0.01650370174372224,0.003076698992904548,0.8117896188318724,62
entropy,best,,26,8,7,7,0.0045724723932329975,0.013351423888086732,0.7962966610853935,62
entropy,best,,27,9,7,7,0.01650370174372224,0.005962931694376132,0.8089727174234216,62
entropy,random,,26,11,7,6,0.030221749824746666,0.012409756091219791,0.7907613513247316,62
entropy,random,,25,11,7,6,0.01650370174372224,0.005773622888332341,0.792169802028957,63
entropy,random,,26,8,6,6,0.01650370174372224,0.013351423888086732,0.792169802028957,63
entropy,best,log2,26,8,6,6,0.015125994368711437,0.003076698992904548,0.7401654683344824,63
entropy,best,,26,11,7,7,0.01650370174372224,0.013351423888086732,0.8089727174234216,63
entropy,best,,26,11,6,6,0.01650370174372224,0.013351423888086732,0.8019994090416626,63
entropy,random,sqrt,26,11,8,6,0.01650370174372224,0.003076698992904548,0.6643258150300404,63
entropy,best,,25,8,7,6,0.01650370174372224,0.013351423888086732,0.8117896188318724,63
entropy,best,,24,8,7,6,0.01650370174372224,0.0038443572474698485,0.8117896188318724,64
entropy,random,,26,8,7,6,0.01650370174372224,0.013351423888086732,0.792169802028957,64
entropy,best,,24,8,7,7,0.01650370174372224,0.003076698992904548,0.8089727174234216,64
entropy,best,,26,8,7,5,0.01650370174372224,0.013351423888086732,0.7992022062444597,64
entropy,best,,26,9,7,6,0.01650370174372224,0.0,0.8117896188318724,64
entropy,best,,25,8,8,6,0.015323293155126682,0.003076698992904548,0.8089924160346695,64
entropy,best,,26,9,7,6,0.01650370174372224,0.017235072241679313,0.8117896188318724,64
entropy,best,,26,9,7,5,0.019064436519916846,0.014215489733052327,0.7992022062444597,65
entropy,best,,25,7,7,6,0.01650370174372224,0.017235072241679313,0.8117896188318724,65
gini,best,,26,9,7,6,0.01650370174372224,0.013351423888086732,0.7907613513247316,65
entropy,best,,25,8,7,6,0.018931671122512966,0.017235072241679313,0.8019994090416626,65
entropy,random,,26,9,7,6,0.01650370174372224,0.013199157557770633,0.792169802028957,65
entropy,best,,26,9,7,6,0.00909379270796187,0.013351423888086732,0.8019304639022948,65
gini,best,,25,8,7,5,0.01650370174372224,0.017235072241679313,0.7907613513247316,65
gini,best,,25,9,7,6,0.01650370174372224,0.013351423888086732,0.7907613513247316,66
entropy,best,,25,8,7,6,0.01650370174372224,0.017235072241679313,0.8117896188318724,66
entropy,best,sqrt,25,8,7,6,0.019258214944594225,0.013351423888086732,0.662917364325815,66
gini,best,sqrt,26,9,6,7,0.01650370174372224,0.013351423888086732,0.6643258150300404,66
entropy,random,log2,25,9,7,7,0.01650370174372224,0.013351423888086732,0.779434649857185,66
entropy,random,,25,8,6,6,0.01650370174372224,0.017235072241679313,0.792169802028957,66
entropy,best,log2,25,8,7,5,0.022977985799418486,0.017235072241679313,0.724780852949867,67
entropy,best,,26,9,7,6,0.025564636670906637,0.017235072241679313,0.7963853048360091,67
entropy,best,,25,8,7,6,0.01650370174372224,0.02648388967035485,0.7949867034374076,67
entropy,best,,26,8,8,6,0.01650370174372224,0.027754661578753524,0.7949867034374076,67
entropy,best,,25,8,7,6,0.03097496535101963,0.017235072241679313,0.7907613513247316,67
entropy,best,,26,8,6,6,0.01650370174372224,0.019316092698692326,0.8019994090416626,67
entropy,best,,26,9,8,6,0.01650370174372224,0.017235072241679313,0.8089924160346695,68
entropy,best,,25,8,7,5,0.01650370174372224,0.017235072241679313,0.7992022062444597,68
entropy,best,sqrt,26,9,7,6,0.01650370174372224,0.014120970297241457,0.7134738500935683,68
entropy,random,,25,8,7,6,0.023027758072654864,0.017235072241679313,0.792169802028957,68
entropy,best,,24,8,7,6,0.01650370174372224,0.017235072241679313,0.8117896188318724,68
entropy,best,,26,8,7,6,0.01650370174372224,0.0164131039362768,0.8117896188318724,68
entropy,best,,25,9,7,6,0.01650370174372224,0.03131450675974304,0.7949867034374076,68
entropy,best,,26,8,7,6,0.01650370174372224,0.03371714382794201,0.7949867034374076,69
entropy,best,,24,7,7,5,0.013592557305924746,0.007392098628697184,0.7992022062444597,69
entropy,random,,24,8,7,6,0.01650370174372224,0.017235072241679313,0.792169802028957,69
entropy,best,,26,8,7,7,0.01650370174372224,0.0164131039362768,0.8089727174234216,69
entropy,best,sqrt,26,8,7,6,0.01650370174372224,0.017235072241679313,0.7134738500935683,69
entropy,best,log2,24,8,7,7,0.01650370174372224,0.015017608294121118,0.7401654683344824,69
entropy,best,,24,8,7,6,0.01650370174372224,0.0164131039362768,0.8117896188318724,69
entropy,best,,27,9,7,6,0.017103002371222604,0.015307503810793027,0.8117896188318724,70
entropy,random,log2,24,9,7,6,0.01650370174372224,0.017235072241679313,0.779434649857185,70
entropy,best,,26,9,7,6,0.01650370174372224,0.0164131039362768,0.8117896188318724,70
entropy,best,,26,9,7,7,0.01650370174372224,0.0164131039362768,0.8089727174234216,70
gini,best,,24,7,7,6,0.01904766906302616,0.017235072241679313,0.7907613513247316,70
entropy,best,,26,9,8,7,0.01650370174372224,0.0164131039362768,0.8061755146262188,70
entropy,best,,26,8,7,6,0.01650370174372224,0.017235072241679313,0.8117896188318724,71
entropy,best,,25,8,7,6,0.0191780856201525,0.021659331178581317,0.8019994090416626,71
entropy,best,,27,9,7,6,0.01650370174372224,0.017235072241679313,0.8117896188318724,71
entropy,best,,25,8,7,6,0.025405978497596203,0.019225398596306145,0.7963853048360091,71
gini,best,,25,8,7,7,0.01650370174372224,0.017235072241679313,0.7907613513247316,71
entropy,best,,26,9,6,6,0.017599143115697862,0.017235072241679313,0.8019994090416626,71
entropy,best,,24,8,8,6,0.01650370174372224,0.0164131039362768,0.8089924160346695,71
entropy,best,,27,9,7,6,0.01650370174372224,0.022804269389951497,0.8019994090416626,72
entropy,best,,25,9,7,6,0.01650370174372224,0.022452670932378738,0.8019994090416626,72
entropy,random,,27,9,7,5,0.01650370174372224,0.022509307395823068,0.7907613513247316,72
entropy,random,,26,9,7,6,0.018772128624898892,0.008691931490785083,0.792169802028957,72
entropy,best,,27,9,7,6,0.027402670111157452,0.017235072241679313,0.7949867034374076,72
entropy,best,,28,9,7,6,0.01650370174372224,0.020066791020063916,0.8019994090416626,72
gini,best,,26,8,8,5,0.01650370174372224,0.0164131039362768,0.7907613513247316,73
entropy,best,,26,8,7,5,0.01650370174372224,0.017689505326897587,0.7992022062444597,73
entropy,best,,26,9,7,6,0.01351189172089041,0.0164131039362768,0.8117896188318724,73
entropy,best,,27,9,7,6,0.01650370174372224,0.0164131039362768,0.8117896188318724,73
entropy,best,log2,27,9,8,6,0.01650370174372224,0.0164131039362768,0.7401654683344824,73
entropy,best,,26,9,7,6,0.020097897176938485,0.0164131039362768,0.8019994090416626,73
entropy,best,,27,9,7,6,0.01650370174372224,0.017596126728552985,0.8117896188318724,73
entropy,best,,28,9,7,6,0.01960883078132533,0.0164131039362768,0.8019994090416626,74
gini,best,,26,9,7,6,0.013809663194072543,0.021908095216938442,0.7907613513247316,74
entropy,best,,27,9,7,6,0.015605626487370567,0.0164131039362768,0.8117896188318724,74
entropy,best,,26,9,7,6,0.01650370174372224,0.017596126728552985,0.8117896188318724,74
entropy,best,,27,9,7,6,0.01650370174372224,0.017725941376064692,0.8019994090416626,74
entropy,best,,26,10,7,5,0.010544860112333647,0.017596126728552985,0.7992022062444597,74
gini,best,,26,9,7,6,0.017581343466140664,0.0164131039362768,0.7907613513247316,75
gini,best,,28,9,7,7,0.01650370174372224,0.024757950378342525,0.7907613513247316,75
entropy,best,,26,10,7,6,0.01650370174372224,0.0164131039362768,0.8117896188318724,75
entropy,best,,26,9,7,6,0.029015241439283575,0.026442757724812496,0.7907613513247316,75
entropy,best,,27,10,6,6,0.01925181614630529,0.024812171749473925,0.7963853048360091,75
entropy,best,,26,9,6,6,0.01650370174372224,0.020896079479405836,0.8019994090416626,75
entropy,best,sqrt,27,8,7,6,0.01650370174372224,0.0164131039362768,0.7134738500935683,75
entropy,best,sqrt,25,9,7,6,0.01650370174372224,0.027028266307838902,0.7176992022062445,75
entropy,random,,26,10,7,6,0.01650370174372224,0.0164131039362768,0.792169802028957,76
entropy,best,,26,9,7,7,0.01650370174372224,0.015750235631973433,0.8089727174234216,76
entropy,best,,26,10,7,5,0.01650370174372224,0.012106637116631411,0.7992022062444597,76
entropy,best,log2,26,10,7,6,0.01650370174372224,0.017596126728552985,0.7401654683344824,76
entropy,best,,26,9,7,7,0.018001821351751657,0.016926746782035068,0.8019994090416626,76
entropy,best,,27,9,7,6,0.02317092909085113,0.0164131039362768,0.8019994090416626,76
entropy,best,sqrt,26,10,7,6,0.01650370174372224,0.017596126728552985,0.7134738500935683,76
entropy,best,log2,26,11,7,6,0.02624383359179394,0.0164131039362768,0.7009455333398995,77
gini,best,,27,9,6,6,0.016226555860046343,0.017596126728552985,0.7907613513247316,77
entropy,best,,26,9,8,6,0.01650370174372224,0.0164131039362768,0.8089924160346695,77
entropy,best,,27,10,7,6,0.01650370174372224,0.017596126728552985,0.8117896188318724,77
entropy,best,log2,26,9,7,6,0.01650370174372224,0.0164131039362768,0.7401654683344824,77
entropy,best,,26,10,7,7,0.01650370174372224,0.017596126728552985,0.8089727174234216,77
entropy,best,,25,10,6,6,0.0158104804070306,0.0164131039362768,0.8019994090416626,77
entropy,best,log2,26,9,7,6,0.01650370174372224,0.017596126728552985,0.7401654683344824,77
entropy,best,,27,10,7,6,0.01650370174372224,0.014665459868666672,0.8117896188318724,78
entropy,best,,26,10,7,6,0.01650370174372224,0.017596126728552985,0.8117896188318724,78
entropy,random,,27,11,7,6,0.01650370174372224,0.017596126728552985,0.792169802028957,78
entropy,random,,26,9,7,6,0.01650370174372224,0.017596126728552985,0.792169802028957,78
gini,best,,26,9,7,5,0.01650370174372224,0.017596126728552985,0.7907613513247316,79
entropy,best,,27,10,7,7,0.01650370174372224,0.017596126728552985,0.8089727174234216,79
entropy,best,,27,9,7,6,0.01650370174372224,0.022900209090613213,0.8019994090416626,79
entropy,best,,27,10,7,6,0.02663658323378752,0.017596126728552985,0.7949867034374076,79
entropy,best,,27,10,7,6,0.022895236120969255,0.017596126728552985,0.8019994090416626,79
entropy,best,log2,26,9,7,6,0.018659688752060775,0.017596126728552985,0.7401654683344824,79
entropy,random,log2,26,9,7,6,0.01866459339998391,0.017596126728552985,0.779434649857185,80
gini,best,sqrt,26,9,7,6,0.01650370174372224,0.015582980461609807,0.6643258150300404,80
entropy,best,,26,9,7,6,0.018122906880091005,0.010864488079883494,0.8019994090416626,80
entropy,best,sqrt,26,9,7,6,0.01650370174372224,0.017596126728552985,0.7134738500935683,80
entropy,best,,26,9,7,7,0.01650370174372224,0.017596126728552985,0.8089727174234216,80
entropy,best,,25,10,7,6,0.01650370174372224,0.021948793110916333,0.8019994090416626,80
entropy,best,sqrt,27,9,6,6,0.01650370174372224,0.018404750068395336,0.7134738500935683,80
entropy,random,,26,9,6,6,0.01650370174372224,0.017596126728552985,0.792169802028957,81
gini,best,,26,9,7,6,0.01650370174372224,0.017596126728552985,0.7907613513247316,81
entropy,best,,25,10,7,6,0.01650370174372224,0.016603918677143028,0.8117896188318724,81
gini,best,,26,10,7,6,0.020901573192869012,0.017596126728552985,0.7907613513247316,81
entropy,best,,26,8,7,6,0.01650370174372224,0.017596126728552985,0.8117896188318724,81
gini,random,,25,9,6,6,0.01741174796334906,0.017596126728552985,0.779434649857185,81
gini,best,,26,9,7,5,0.014593565512569615,0.016270766775362926,0.7949867034374076,82
entropy,best,,27,8,7,7,0.01650370174372224,0.017596126728552985,0.8089727174234216,82
entropy,best,,26,10,6,6,0.01650370174372224,0.017596126728552985,0.8019994090416626,82
gini,best,,26,8,7,5,0.01650370174372224,0.018775248878793335,0.7907613513247316,82
gini,random,,26,9,6,6,0.014640063197225451,0.017596126728552985,0.7823106470993795,82
entropy,best,,26,9,8,6,0.01650370174372224,0.02137202899223825,0.7992022062444597,82
entropy,best,sqrt,26,8,7,6,0.01599176697257791,0.017596126728552985,0.7134738500935683,83
entropy,best,,26,9,7,6,0.020467143938138494,0.02262118236759884,0.8019994090416626,83
entropy,random,,26,9,6,6,0.01650370174372224,0.01883765919802124,0.792169802028957,83
entropy,best,,26,7,7,6,0.01650370174372224,0.01496998572907093,0.8117896188318724,83
entropy,best,,25,8,7,6,0.01650370174372224,0.017596126728552985,0.8117896188318724,83
entropy,best,,26,10,7,5,0.020390253668894572,0.017596126728552985,0.7992022062444597,83
entropy,best,,26,7,7,6,0.01650370174372224,0.017596126728552985,0.8117896188318724,83
entropy,best,,26,7,7,6,0.01650370174372224,0.015431282789380647,0.8117896188318724,84
entropy,best,,25,8,8,6,0.01650370174372224,0.017596126728552985,0.8089924160346695,84
entropy,best,,26,7,8,6,0.01650370174372224,0.017596126728552985,0.8089924160346695,84
entropy,best,,25,8,7,6,0.013230912969426245,0.017596126728552985,0.8117896188318724,84
entropy,best,sqrt,26,7,7,6,0.01650370174372224,0.017596126728552985,0.7134738500935683,84
gini,best,,25,8,8,6,0.01650370174372224,0.017596126728552985,0.7907613513247316,84
entropy,best,,26,7,7,6,0.01879358488659948,0.015273752484428929,0.8019994090416626,84
entropy,best,,25,8,7,6,0.01650370174372224,0.01784582909318295,0.8019994090416626,85
entropy,best,,25,8,7,6,0.01855748844257652,0.017596126728552985,0.8019994090416626,85
entropy,best,log2,25,8,7,6,0.013230912969426245,0.017596126728552985,0.7401654683344824,85
entropy,best,sqrt,24,8,7,6,0.013230912969426245,0.017596126728552985,0.7134738500935683,85
entropy,best,,26,8,7,6,0.01731282020435315,0.017596126728552985,0.8117896188318724,85
entropy,best,,25,7,7,6,0.01650370174372224,0.017596126728552985,0.8117896188318724,85
entropy,best,,25,8,7,7,0.013335744879788496,0.017596126728552985,0.8089727174234216,85
entropy,best,log2,25,7,7,6,0.023738596301913543,0.017596126728552985,0.7401654683344824,86
entropy,best,,26,8,7,6,0.01650370174372224,0.02149478840102235,0.8019994090416626,86
entropy,best,,26,8,7,5,0.023710669651307872,0.017596126728552985,0.7992022062444597,86
entropy,best,,26,7,7,6,0.01650370174372224,0.020296306779031936,0.8019994090416626,86
entropy,best,,25,7,7,5,0.01731282020435315,0.017596126728552985,0.7992022062444597,86
gini,best,,27,8,7,5,0.015499085736172365,0.017596126728552985,0.7949867034374076,86
entropy,best,,26,8,7,6,0.016643239013718968,0.019956231902133727,0.8019994090416626,86
entropy,best,,25,7,7,6,0.01486122544366163,0.017596126728552985,0.8117896188318724,86
entropy,best,,25,7,7,6,0.01731282020435315,0.017596126728552985,0.8117896188318724,87
entropy,best,sqrt,25,8,7,7,0.01486122544366163,0.017596126728552985,0.7134738500935683,87
gini,best,log2,25,7,7,6,0.01731282020435315,0.017596126728552985,0.7009455333398995,87
gini,best,,26,8,7,5,0.01486122544366163,0.017596126728552985,0.7949867034374076,87
entropy,best,,26,8,6,6,0.017967317203351894,0.013574563291490892,0.8019994090416626,87
entropy,best,sqrt,25,6,7,6,0.01486122544366163,0.017596126728552985,0.7134738500935683,87
entropy,random,,26,7,7,6,0.017939762891886427,0.017596126728552985,0.792169802028957,87
entropy,best,,25,8,7,6,0.01486122544366163,0.017596126728552985,0.8117896188318724,87
entropy,random,,25,8,7,6,0.008680645857122339,0.017596126728552985,0.792169802028957,88
entropy,best,log2,27,8,7,6,0.01731282020435315,0.021886593920914958,0.7401654683344824,88
entropy,best,,25,8,7,6,0.015253343384232943,0.017596126728552985,0.8117896188318724,88
entropy,best,,25,8,7,6,0.01731282020435315,0.017596126728552985,0.8117896188318724,88
entropy,random,,25,7,7,6,0.01486122544366163,0.017596126728552985,0.792169802028957,88
entropy,best,log2,25,9,7,6,0.014386243116675424,0.017596126728552985,0.7401654683344824,88
entropy,best,,25,8,7,6,0.01731282020435315,0.015609163811149991,0.8117896188318724,89
entropy,best,,26,8,7,6,0.012343132297511583,0.017596126728552985,0.8117896188318724,89
entropy,best,,26,8,8,6,0.01731282020435315,0.01938381054021362,0.7992022062444597,89
gini,best,,26,8,7,6,0.01731282020435315,0.017596126728552985,0.7907613513247316,89
entropy,best,,26,8,7,6,0.014973944679169607,0.017596126728552985,0.8117896188318724,89
gini,best,,25,8,7,6,0.018891551040660672,0.017596126728552985,0.7907613513247316,89
gini,best,,26,8,7,6,0.016333884262747355,0.017596126728552985,0.7907613513247316,90
gini,best,,25,8,7,6,0.012295544820217693,0.017596126728552985,0.7949867034374076,90
gini,best,,25,7,7,7,0.01731282020435315,0.017596126728552985,0.7907613513247316,90
entropy,best,log2,27,8,7,7,0.014973944679169607,0.017596126728552985,0.7401654683344824,90
entropy,best,,26,7,7,6,0.01731282020435315,0.017596126728552985,0.8117896188318724,90
entropy,best,sqrt,26,8,7,6,0.01731282020435315,0.017596126728552985,0.7134738500935683,90
entropy,random,,25,7,7,6,0.014973944679169607,0.017596126728552985,0.792169802028957,90
entropy,best,,26,8,7,6,0.015806432821826078,0.017596126728552985,0.8117896188318724,91
entropy,best,,27,7,7,6,0.01731282020435315,0.017596126728552985,0.8117896188318724,91
entropy,best,log2,26,8,7,6,0.014973944679169607,0.015145491725233199,0.7401654683344824,91
entropy,random,log2,26,8,7,6,0.01731282020435315,0.014567427773328995,0.779434649857185,91
gini,best,,26,7,7,6,0.01731282020435315,0.017596126728552985,0.7907613513247316,91
entropy,best,,26,8,7,6,0.015622793969890999,0.013865439681788605,0.8117896188318724,91
entropy,best,sqrt,26,6,7,6,0.014973944679169607,0.017596126728552985,0.7134738500935683,91
entropy,best,sqrt,26,9,7,6,0.01731282020435315,0.017596126728552985,0.7134738500935683,91
entropy,best,sqrt,25,8,7,6,0.01539725467892899,0.013865439681788605,0.7134738500935683,92
entropy,random,,26,8,7,6,0.014973944679169607,0.017596126728552985,0.792169802028957,92
entropy,random,,26,8,7,6,0.014973944679169607,0.013865439681788605,0.792169802028957,92
entropy,best,,26,8,7,6,0.015622793969890999,0.017596126728552985,0.8117896188318724,92
gini,best,,26,7,8,6,0.02329137486885382,0.013865439681788605,0.7907613513247316,92
entropy,best,,26,8,7,6,0.014973944679169607,0.016942052065972765,0.8117896188318724,92
entropy,best,,25,8,7,6,0.014839442131122586,0.013865439681788605,0.8019304639022948,92
entropy,best,,26,8,7,6,0.014973944679169607,0.016555354390146645,0.8117896188318724,92
entropy,best,,25,8,7,6,0.014973944679169607,0.016942052065972765,0.8117896188318724,93
entropy,best,,27,9,7,6,0.012306090357339906,0.016555354390146645,0.8117896188318724,93
entropy,best,,27,8,6,6,0.014973944679169607,0.016555354390146645,0.8019994090416626,93
